OBJECTID,EO_ID,VT_LISTED,US_TE,US_TE_DESC,LAST_OBS,COMM_TYPE,TYPE_CODE,TYPE_DESC,VIEW_NAME,LAYER_DATE,GlobalID,SHAPESTArea,SHAPESTLength
299773,676,Y, , ,1992, ,P,Plant,VT_RARE_VW,2021/06/17,{12096E63-3868-4082-A4F2-6B0E49613363},31214.4441,627.309628725845
299776,287,N, , ,1984-07-31, ,P,Plant,VT_RARE_VW,2021/06/17,{122DB3C0-8014-425A-8627-046592DD1E1D},31214.2443,627.307623938645
299778,6446,Y,E,Endangered,1997, ,A,Animal,VT_RARE_VW,2021/06/17,{12C59138-CC34-4463-8300-F9CC15F6A020},3598271.7733,36265.354063162
299779,2052,N, , ,No Date, ,P,Plant,VT_RARE_VW,2021/06/17,{130FA2FA-D893-43DF-96FB-0EB826D4F9D5},31214.7763,627.312970346913
299780,830,N, , ,1982, ,P,Plant,VT_RARE_VW,2021/06/17,{135D5AFA-40F0-4059-97C2-32A8ACBFB254},499431.7428,2509.24010060223
299782,33068,Y,T,Threatened,2005-07-21, ,A,Animal,VT_RARE_VW,2021/06/17,{139FF05E-D944-451A-AFDA-BA39A66DCDD1},31215.678,627.322028736728
299783,101,N, , ,2018-08-26, ,P,Plant,VT_RARE_VW,2021/06/17,{13B16E6B-69DE-4F70-8583-694BF2645C0C},1922.7191,235.510585175585
299784,7486,N, , ,2007-06-12, ,A,Animal,VT_RARE_VW,2021/06/17,{146CF49B-4D13-4BB0-997B-51B383316563},31215.3536,627.318770379353
299785,693,N, , ,1993-06-23, ,P,Plant,VT_RARE_VW,2021/06/17,{14A11515-5F77-4DBE-A381-1D2AAC595D34},31214.4441,627.309628725845
299786,904,N, , ,1985-07-11, ,P,Plant,VT_RARE_VW,2021/06/17,{14B80597-A284-465E-ACD8-67BA06C576B2},31213.2102,627.297249723873
299787,46,N, , ,1993-07-12, ,P,Plant,VT_RARE_VW,2021/06/17,{14C3FC1B-4BD3-4D92-BFD9-7E48331B5D2A},232657.3603,2073.91188323359
299788,1653,Y, , ,1988-06-21, ,A,Animal,VT_RARE_VW,2021/06/17,{14FE377F-6C4A-43D3-A02A-9AB91368DB48},31215.678,627.322028736728
299789,1769,N, , ,1900-08, ,P,Plant,VT_RARE_VW,2021/06/17,{1502DB2E-6E9D-447C-94AC-0EBEBF941584},64.119,29.8700580049694
299790,62,N, , ,1987-06-29, ,A,Animal,VT_RARE_VW,2021/06/17,{15124771-8AD2-4A75-A73C-1E651C8128A7},31213.9029,627.304201264455
299791,197,N, , ,1982-09-16, ,P,Plant,VT_RARE_VW,2021/06/17,{15226F1A-F3D2-4E14-BAAF-28CDAA245061},31213.01045,627.295234432218
299792,32239,N, , ,2015, ,P,Plant,VT_RARE_VW,2021/06/17,{155582C7-D4FF-4229-8877-8AAE93F2297D},6342.57225,499.293491229102
299793,72,Y, , ,1983, ,A,Animal,VT_RARE_VW,2021/06/17,{15902BD2-D26B-4A69-B329-3D7ECBE7BEBD},323888.0056,2113.40001249474
299794,9885,N, , ,2011-06, ,P,Plant,VT_RARE_VW,2021/06/17,{15A38EE3-4316-4217-AF16-30F561A3563F},499430.1133,2509.23600310726
299795,33815,N, , ,2020, ,P,Plant,VT_RARE_VW,2021/06/17,{15A5770B-7668-4836-AB94-1E1F81D81798},1503.07165,281.821895140508
299799,1852,N, , ,1990-06-24, ,P,Plant,VT_RARE_VW,2021/06/17,{169C007B-D2E3-4944-9C86-061C83A1A34F},499430.8362,2509.23782243156
299800,835,Y, , ,1981-06-22, ,A,Animal,VT_RARE_VW,2021/06/17,{16C4A8B4-D06F-45D5-B53F-84C4B5ADEFA1},499432.3176,2509.24154620171
299801,8700,N, , ,2003-09-23, ,P,Plant,VT_RARE_VW,2021/06/17,{16E1F34D-0E5A-4F33-9759-BDBCFDB35365},115538.9635,1729.31948544717
299804,864,N, , ,2001-06-19, ,P,Plant,VT_RARE_VW,2021/06/17,{186B79B5-FFCF-4AAE-95B8-B494C414EB25},31215.1368,627.316591269565
299805,1119,Y, , ,1977-07, ,A,Animal,VT_RARE_VW,2021/06/17,{1879C694-5CC2-4ABA-A4B9-5361F54C488A},499431.9369,2509.24058541714
299807,1365,N, , ,2012-07-19, ,P,Plant,VT_RARE_VW,2021/06/17,{18937E79-35A4-420C-A0B5-6ED87F3E436D},9506.49925,416.495034465616
299808,2985,N, , ,1981-06-23, ,A,Animal,VT_RARE_VW,2021/06/17,{18BBCAFC-B5CF-45E9-B433-EDF1B50AB033},499432.4656,2509.24191575121
299810,1177,N, , ,1934-05-29, ,A,Animal,VT_RARE_VW,2021/06/17,{192FDD92-579C-43D3-9097-FA94ED008D8D},31214.7763,627.312970346913
299812,1578,N, , ,2000-10-13, ,P,Plant,VT_RARE_VW,2021/06/17,{197EF0F2-1996-4F20-A9ED-6B55D1C2714B},31214.4441,627.309628725845
299813,1260,Y, , ,1997-08-14, ,P,Plant,VT_RARE_VW,2021/06/17,{198B8939-58ED-4532-A84B-D8FEFDDDF51B},31214.4441,627.309628725845
299814,2572,N, , ,1985-07-15, ,P,Plant,VT_RARE_VW,2021/06/17,{19B7CFA8-0BD8-44BF-945E-948C291E1327},35115.7991,940.952407621589
299816,292,N, , ,1987-09-25, ,P,Plant,VT_RARE_VW,2021/06/17,{19EEA825-8D64-4BD3-A0F8-FE4CF509667A},31215.1368,627.316591269565
299817,2461,N, , ,1992, ,A,Animal,VT_RARE_VW,2021/06/17,{1A1C8128-CAAB-43DA-B37C-2EDF68ADD1C2},31215.1368,627.316591269565
299820,447,Y, , ,1990-06-04, ,A,Animal,VT_RARE_VW,2021/06/17,{1A6F6481-E414-4939-B25C-FC6B87BBB5DA},31214.5956,627.311163048555
299821,720,N, , ,1982-06-27, ,P,Plant,VT_RARE_VW,2021/06/17,{1A9D3F02-CD7E-4E16-8F40-E46BCE527A83},31214.4441,627.309628725845
299823,1527,Y, , ,1994-08-16, ,P,Plant,VT_RARE_VW,2021/06/17,{1B375E54-9650-49F0-A0CE-705B216739BF},499427.9092,2509.23046900861
299824,2171,N, , ,1992, ,A,Animal,VT_RARE_VW,2021/06/17,{1BB07121-CBC4-4516-860F-01985E4887F5},31215.678,627.322028736728
299826,7497,N, , ,2019, ,P,Plant,VT_RARE_VW,2021/06/17,{1C5AF1B9-3EFE-45E0-896A-146ED07B72F6},92209.7178,1654.37512749939
299829,9693,Y, , ,2014-07-25, ,P,Plant,VT_RARE_VW,2021/06/17,{1CDF7D86-9B23-462C-B60A-54F09E8F2717},1146.46245,358.064093582725
299830,10550,N, , ,1958-09-04, ,P,Plant,VT_RARE_VW,2021/06/17,{1CEE0043-0B68-4A9D-BD4C-8001419C97C9},499427.9092,2509.23046900861
299831,2181,N, , ,1894-06-28, ,P,Plant,VT_RARE_VW,2021/06/17,{1D0F4578-832C-49A4-BCBB-3C3DF9A40FF2},499429.7326,2509.23505121551
299834,976,Y, , ,1999, ,P,Plant,VT_RARE_VW,2021/06/17,{1E3DDC93-E672-4CE2-874E-53D3F8B260BC},31214.2443,627.307623938645
299835,493,Y, , ,1896-07-03, ,P,Plant,VT_RARE_VW,2021/06/17,{1E87EC14-58FF-468A-A126-C866398543E1},31215.678,627.322028736728
299837,1899,Y, , ,1989-07-29, ,P,Plant,VT_RARE_VW,2021/06/17,{1EC4A877-662A-4842-BC07-8C313C3C97A3},31214.1682,627.306858736044
299838,7519,N, , ,2010-08-03, ,P,Plant,VT_RARE_VW,2021/06/17,{1F1BD2EE-50C4-4CAE-AF90-A1FE380B1B82},3902.0288,313.66383979209
299839,2445,N, , ,1983-07-30, ,A,Animal,VT_RARE_VW,2021/06/17,{1F41A30F-CC1E-404F-8DE2-FE140A938DB4},31214.2443,627.307623938645
299841,1693,N, , ,1989-06-27, ,A,Animal,VT_RARE_VW,2021/06/17,{1F4C3438-E0B4-426A-93B1-EE1D62A92D61},31214.4441,627.309628725845
299843,1960,N, , ,2005-08-08, ,P,Plant,VT_RARE_VW,2021/06/17,{1F8176F6-F13F-4CAD-9417-1591C37C8FC1},33165.424,784.140159631116
299844,2308,Y, , ,1992-06-08, ,P,Plant,VT_RARE_VW,2021/06/17,{1F9C90B6-454D-4E09-AE5E-BFDFBC3CE171},31215.678,627.322028736728
299846,9267,N, , ,2000-09-14, ,P,Plant,VT_RARE_VW,2021/06/17,{2068F800-756E-46E1-9DF9-01FF905833D6},7803.9195,313.661030183886
299848,930,N, , ,2017-04-15, ,A,Animal,VT_RARE_VW,2021/06/17,{2106CB93-3430-4D4E-9006-D50634761553},586572.2654255,34928.1467133867
299849,33099,N, , ,2018-09-16, ,A,Animal,VT_RARE_VW,2021/06/17,{212D0BFE-4C2C-4673-A692-B23600ABE561},31215.678,627.322028736728
299850,1031,N, , ,1962-04-21, ,A,Animal,VT_RARE_VW,2021/06/17,{213768B3-DEE0-44D7-ABF6-A2C330941C2D},31215.678,627.322028736728
299851,1428,N, , ,2020-09-01, ,P,Plant,VT_RARE_VW,2021/06/17,{217267AE-476A-4CB1-9640-E530ADD938F5},1892.63435,339.146668436209
299852,33633,Y, , ,2007-09-15, ,P,Plant,VT_RARE_VW,2021/06/17,{21B57FB8-054D-45B9-B566-5830CEE4A8A2},6952.8976,304.066656602371
299854,8734,Y, , ,1877, ,P,Plant,VT_RARE_VW,2021/06/17,{220749BB-00A8-49FB-B93D-FEF7A6F61587},15636.67075,627.602146019725
299855,10656,Y, , ,2014-09-09, ,A,Animal,VT_RARE_VW,2021/06/17,{2214E0AD-5956-4441-A652-2ED5C739E411},517.0685,208.912378700073
299856,33788,N, , ,2020-07-24, ,A,Animal,VT_RARE_VW,2021/06/17,{225BB2FC-7899-47C6-847B-4C7670762DEC},7803.2848,313.648300953429
299857,754,Y, , ,2013, ,A,Animal,VT_RARE_VW,2021/06/17,{2290EF0D-F9EE-47B8-B158-BE69C83DF3E2},49566.206233,827.791835950666
299858,10247,N, , ,2015-08-20, ,P,Plant,VT_RARE_VW,2021/06/17,{2350E93A-E088-4115-8E70-448A01D68BBA},8761.2248,563.034103065236
299859,2310,Y, , ,2018, ,A,Animal,VT_RARE_VW,2021/06/17,{238D70FB-AAE3-4F6D-BA53-D8E573A0EFC4},74142.14175,2584.06390216963
299860,2156,N, , ,2004-07-29, ,P,Plant,VT_RARE_VW,2021/06/17,{23CA7277-F2DA-4530-8890-181979945E7A},46821.4864,1254.61568926468
299861,612,N, , ,1977-07-03, ,A,Animal,VT_RARE_VW,2021/06/17,{24194184-E5F2-44A9-B208-23E6A3A44641},31215.678,627.322028736728
299862,351,N, , ,1990-09-12, ,P,Plant,VT_RARE_VW,2021/06/17,{24564C23-C208-437D-9D14-5640DD550C2D},31215.678,627.322028736728
299863,1561,N, , ,2017-06-22, ,A,Animal,VT_RARE_VW,2021/06/17,{24D40026-32A9-48DA-83F2-BC494455187C},182366.132,3216.19694926066
299865,428,Y, , ,2000, ,P,Plant,VT_RARE_VW,2021/06/17,{25596BBC-19AB-4A53-94EF-D418FDDE3A89},31215.1368,627.316591269565
299867,160,N, , ,1996-08-24, ,P,Plant,VT_RARE_VW,2021/06/17,{25D3F1D1-53A1-4ED6-B377-9302B29AAAFD},31215.1368,627.316591269565
299868,10734,N, , ,2014-06-19, ,P,Plant,VT_RARE_VW,2021/06/17,{25ED2DE7-745A-4F8D-8D81-F49E2C2072C8},395083.94835,4378.91285436845
299869,2571,N, , ,1986-07-10, ,P,Plant,VT_RARE_VW,2021/06/17,{26C186D4-889F-4517-843E-2993CB320498},31213.34265,627.298571970132
299870,441,N, , ,2000-09-01, ,P,Plant,VT_RARE_VW,2021/06/17,{27381B34-2E93-43D2-A86C-0F9A9B387AA5},7803.2848,313.648300953429
299871,342,N, , ,2016-08-14, ,P,Plant,VT_RARE_VW,2021/06/17,{27B6071E-F043-4228-81FA-F4D751845B30},4805.4778,409.843037936411
299872,2275,N, , ,2020-09-01, ,P,Plant,VT_RARE_VW,2021/06/17,{2831E6AD-A787-4A7D-90D3-6695E33B5A7D},3439.21345,367.730958497372
299873,2598,N, , ,1999-07-14, ,P,Plant,VT_RARE_VW,2021/06/17,{284285A6-CA36-4CA6-A4A8-88AD4618C5B8},31214.2443,627.307623938645
299874,1760,N, , ,1981-08-13, ,P,Plant,VT_RARE_VW,2021/06/17,{28550329-3926-4C07-A676-91C333E00FAD},31215.678,627.322028736728
299875,672,Y, , ,1901, ,P,Plant,VT_RARE_VW,2021/06/17,{290E1358-E407-4A56-A9D0-E18001A0247A},499431.3396,2509.23908429728
299876,1917,Y, , ,1994-09-05, ,P,Plant,VT_RARE_VW,2021/06/17,{291B6703-87D9-4C60-9A57-A1DA3A6BFE47},3803.88425,451.044098655047
299877,7118,Y, , ,2002-08-30, ,P,Plant,VT_RARE_VW,2021/06/17,{29221D14-3A0D-4968-AF8E-D86416BE3921},17557.9292,470.47960759632
299881,1628,Y, , ,1988, ,P,Plant,VT_RARE_VW,2021/06/17,{2A121AD8-9279-43D7-915C-EF1C133111A8},31213.7031,627.302191474369
299882,2521,N, , ,1912, ,P,Plant,VT_RARE_VW,2021/06/17,{2A7A6639-F46B-4F69-A42B-34F84C63C690},499430.8362,2509.23782243156
299883,2224,N, , ,2002-09-10, ,P,Plant,VT_RARE_VW,2021/06/17,{2A8A3207-626A-4E2C-BE99-D7F8D0B5D846},239990.91125,3043.79791471665
299884,159,Y, , ,1998-07-08, ,P,Plant,VT_RARE_VW,2021/06/17,{2AD9BD2C-9D31-46CB-A8E9-F792B5A47E19},31215.678,627.322028736728
299885,517,Y, , ,1969-07-05, ,P,Plant,VT_RARE_VW,2021/06/17,{2AFC8918-E6F1-413C-90A2-2FBEED9A4699},31214.2443,627.307623938645
299886,9762,Y, , ,2019, ,A,Animal,VT_RARE_VW,2021/06/17,{2B395332-3A9B-4056-B37E-3E1D13E15C9B},31215.678,627.322028736728
299887,10172,Y, , ,2020, ,A,Animal,VT_RARE_VW,2021/06/17,{2B56F6C8-28AB-4EFD-BA10-C914CF073E9C},3191497.511306,13542.2646689148
299888,2090,Y, , ,1988-07-20, ,P,Plant,VT_RARE_VW,2021/06/17,{2BCCEAFE-2830-4CE8-9888-7087F4D4EB60},31214.2443,627.307623938645
299889,9097,Y, , ,1919-06-06, ,P,Plant,VT_RARE_VW,2021/06/17,{2C9745DF-C409-47AD-B573-142B6FC820FD},499427.9092,2509.23046900861
299890,2093,N, , ,1997, ,P,Plant,VT_RARE_VW,2021/06/17,{2CB97A76-3BD4-4B35-B7FC-2EFC2BA9C549},12537.8432,580.249484343453
299893,253,N, , ,1985-07-12, ,P,Plant,VT_RARE_VW,2021/06/17,{2D4F8603-6755-4225-BED9-FC14D9CB10B2},499432.6597,2509.24240297247
299895,33933,N, , ,2020-09-01, ,P,Plant,VT_RARE_VW,2021/06/17,{2EA93F1C-DBAD-499B-8B9B-A4E153B3A711},703.1811,94.1219929356886
299896,1299,Y, , ,1987-07-17, ,P,Plant,VT_RARE_VW,2021/06/17,{2EE624F7-D31C-4B7F-8939-75CB234BD46E},31214.1196,627.306375371356
299897,2506,N, , ,1996-09-19, ,P,Plant,VT_RARE_VW,2021/06/17,{2F4F3D89-A945-4B39-87C4-2342A06008A1},129351.1697,2554.64358276484
299898,1477,N, , ,1991-08-08, ,P,Plant,VT_RARE_VW,2021/06/17,{2F5B48DC-A813-421C-9760-48FC65755D8A},499433.0405,2509.24335913475
299899,1346,Y, , ,1992-09-26, ,A,Animal,VT_RARE_VW,2021/06/17,{2F90D68D-FF35-45C5-A170-4DB303FE1511},31215.1368,627.316591269565
299900,120,Y, , ,1996-08-09, ,P,Plant,VT_RARE_VW,2021/06/17,{2FACF2C4-56AA-498D-9A75-A2BF46FE4748},62429.3811,1254.62421520821
299901,10414,Y, , ,1894-09-30, ,P,Plant,VT_RARE_VW,2021/06/17,{305029A1-D274-4D7D-BD8B-4ACF3634A383},13051.99775,1478.51541552591
299902,9686,Y, , ,2014, ,A,Animal,VT_RARE_VW,2021/06/17,{30B075D1-02E8-41EF-891D-9EB1732563A3},396233.879624,7224.23229488308
299903,1528,Y, , ,1989-07-14, ,A,Animal,VT_RARE_VW,2021/06/17,{31826E2D-1B31-4318-8A63-8A87D7850E2A},31215.678,627.322028736728
299904,2222,Y, , ,1991-12-14, ,A,Animal,VT_RARE_VW,2021/06/17,{31B582CF-62D2-4282-B362-43DF41426688},31213.34265,627.298571970132
299905,1824,Y, , ,1992-08-25, ,P,Plant,VT_RARE_VW,2021/06/17,{32305BB0-065E-4E95-8D2E-0EEA755815FD},31214.7763,627.312970346913
299906,703,N, , ,1998-10-05, ,P,Plant,VT_RARE_VW,2021/06/17,{325D9485-658A-4736-B42A-615A16D31AC0},110969.0787,1759.50797655345
299907,9679,N, , ,2012-06-15, ,A,Animal,VT_RARE_VW,2021/06/17,{32F6ABA5-78B3-4879-943F-F0645ADFA1E5},29597.6754,772.439928551936
299909,2006,Y, , ,2017-06-20, ,A,Animal,VT_RARE_VW,2021/06/17,{336CF7B8-153F-42CF-B083-4846BB60A554},499430.49495,2509.23696343643
299910,1435,N, , ,1993-06-02, ,P,Plant,VT_RARE_VW,2021/06/17,{337B5371-7FB4-4426-BC21-7FCC0FB8C804},31214.1682,627.306858736044
299912,33195,N, , ,2016-07-07, ,P,Plant,VT_RARE_VW,2021/06/17,{33C632FA-4E04-4C6D-B594-EC6B2A770BD4},2108.8578,282.352021971453
299913,1445,Y, , ,1972-07-18, ,P,Plant,VT_RARE_VW,2021/06/17,{341E2DDD-DA86-4FAF-8450-C7FB0419FF0D},716070.0023,5588.69560138756
299915,2473,Y, , ,2000, ,P,Plant,VT_RARE_VW,2021/06/17,{347C04DF-40EE-47A0-BF99-814F02098163},31213.8747,627.303916959984
299916,1431,N, , ,2008-09-18, ,P,Plant,VT_RARE_VW,2021/06/17,{348ECDC9-1B86-4061-8FEE-27FAE5441E79},11705.63785,627.318814564065
299917,1701,N, , ,1999-10-07, ,P,Plant,VT_RARE_VW,2021/06/17,{349D816F-2F75-4AF0-AB84-BEBB7FE1CDC2},2745.22135,275.191583949387
299919,10808,N, , ,2009-08-13, ,P,Plant,VT_RARE_VW,2021/06/17,{35A0129E-D7F6-424F-901C-C8AB8A2CC741},14243.8469,543.82781803256
299920,1584,N, , ,1999-07-15, ,P,Plant,VT_RARE_VW,2021/06/17,{35D7D765-E405-4571-B1CA-D4979B6068EF},31215.678,627.322028736728
299921,1078,N, , ,2004-10-15, ,P,Plant,VT_RARE_VW,2021/06/17,{3677C384-8355-4FA3-A751-3E20E56AA348},1950.7489,156.821277828215
299922,1696,Y, , ,2018, ,A,Animal,VT_RARE_VW,2021/06/17,{372AF717-161E-4A4A-9A1B-6857B6B2A28F},1120.78645,184.444106134134
299923,1666,N, , ,1965-07-19, ,P,Plant,VT_RARE_VW,2021/06/17,{3744B38D-0E4D-4080-8445-DC2CEF4CA551},499432.3176,2509.24154620171
299924,1033,N, , ,1987-05-23, ,P,Plant,VT_RARE_VW,2021/06/17,{374735F3-1050-4747-83AD-C78CAC982CD7},31215.1368,627.316591269565
299925,7506,N, , ,1919-08-03, ,P,Plant,VT_RARE_VW,2021/06/17,{377A15A2-DE68-4876-AE7D-B2A887EF483F},17557.9292,470.47960759632
299926,2514,N, , ,1990-09-11, ,P,Plant,VT_RARE_VW,2021/06/17,{38089385-CDAA-4C5A-966D-3CC59263FB6E},124858.0794,1254.62077468124
299927,8794,Y, , ,1985-09-25, ,P,Plant,VT_RARE_VW,2021/06/17,{381282CC-0D21-4F41-ABBA-2DC41FA7EB7C},19977.3908,501.849553764317
299929,231,Y, , ,1990-08-16, ,P,Plant,VT_RARE_VW,2021/06/17,{388304CB-B505-4034-A2AB-D29E8B36C00F},31215.1368,627.316591269565
299931,1776,N, , ,1894-09-23, ,P,Plant,VT_RARE_VW,2021/06/17,{390732E6-35D5-446F-A886-FB568CE2A579},499432.3176,2509.24154620171
299932,996,N, , ,1989-06-14, ,P,Plant,VT_RARE_VW,2021/06/17,{39AE561A-F256-4A20-B1DD-7EF578C0C42C},499430.1133,2509.23600310726
